paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p2403,https://doi.org/10.1007/978-3-319-93417-4_38,Modeling Relational Data with Graph Convolutional Networks,2018,1/1/2018,4031,book-chapter,Michael Schlichtkrull; Thomas Kipf; Peter Bloem; Rianne van den Berg; Ivan Titov,Computer science; Inference; Predicate (mathematical logic); Encoder; Relational database
p2404,https://doi.org/10.1016/j.cose.2018.05.010,Early-stage malware prediction using recurrent neural networks,2018,5/22/2018,261,article,Matilda Rhode; Pete Burnap; Kevin Jones,Malware; Computer science; Executable; Code (set theory); Cryptovirology
p2405,https://doi.org/10.1117/12.238732,&lt;title&gt;Implementation of a foveated image coding system for image bandwidth reduction&lt;/title&gt;,1996,4/22/1996,109,article,Philip Kortum; Wilson S. Geisler,Computer science; Computer vision; Artificial intelligence; Human visual system model; Image resolution
p2406,https://doi.org/10.1007/bf01025868,On the histogram as a density estimator:L 2 theory,1981,12/1/1981,1421,article,David A. Freedman; Persi Diaconis,Estimator; Histogram; Mathematics; Computer science; Statistics
p2407,https://doi.org/10.1016/j.enpol.2006.06.019,Residential implementation of critical-peak pricing of electricity,2006,9/13/2006,341,article,Karen Herter,Electricity; Business; Customer satisfaction; Consumption (sociology); Low income
p2408,https://doi.org/10.1109/tkde.2018.2849727,A Survey on Network Embedding,2018,6/22/2018,1191,article,Peng Cui; Xiao Wang; Jian Pei; Wenwu Zhu,Embedding; Computer science; Theoretical computer science; Data mining; Artificial intelligence
p2409,https://doi.org/10.1109/comst.2014.2341586,A Survey on Demand Response Programs in Smart Grids: Pricing Methods and Optimization Algorithms,2014,7/22/2014,894,article,John S. Vardakas; Nizar Zorba; Christos Verikoukis,Demand response; Computer science; Smart grid; Key (lock); Dynamic pricing
p2410,https://doi.org/10.48550/arxiv.1812.02288,Adversarially Learned Anomaly Detection,2018,1/1/2018,7,preprint,Houssam Zenati; Manon Romain; Chuan-Sheng Foo; Bruno Lecouat; Vijay Chandrasekhar,Anomaly detection; Computer science; Anomaly (physics); Generative grammar; Range (aeronautics)
p2411,https://doi.org/10.4236/jsip.2012.32019,First and Second Order Statistics Features for Classification of Magnetic Resonance Brain Images,2012,1/1/2012,202,article,Namita Aggarwal; Rajeev Agrawal,Artificial intelligence; Pattern recognition (psychology); Wavelet; Transformation (genetics); Computer science
p2412,https://doi.org/10.1109/cvpr.2017.577,Full Resolution Image Compression with Recurrent Neural Networks,2017,7/1/2017,843,article,George Toderici; Damien Vincent; Nick Johnston; Sung Jin Hwang; David Minnen,Computer science; Image compression; Artificial intelligence; Artificial neural network; Data compression
p2413,https://doi.org/10.1088/1361-6560/aa73cc,Predictive modeling of outcomes following definitive chemoradiotherapy for oropharyngeal cancer based on FDG-PET image characteristics,2017,6/12/2017,57,article,Michael R. Folkert; Jeremy Setton; Aditya Apte; Milan Grkovski; Robert J. Young,Overfitting; Positron emission tomography; Medicine; Logistic regression; Radiomics
p2414,https://doi.org/10.1007/978-3-642-25566-3_40,Sequential Model-Based Optimization for General Algorithm Configuration,2011,1/1/2011,2277,book-chapter,Frank Hutter; Holger H. Hoos; Kevin Leyton‐Brown,Solver; Computer science; Algorithm; Categorical variable; Mathematical optimization
p2415,https://doi.org/10.3758/bf03212980,A comparison of two response time models applied to perceptual matching,2000,6/1/2000,167,article,Trisha Van Zandt; Hans Colonius; Robert W. Proctor,Psychology; Stimulus (psychology); Response time; Response bias; Perception
p2416,https://doi.org/10.1109/jstars.2014.2315772,An Overview of Background Modeling for Detection of Targets and Anomalies in Hyperspectral Remotely Sensed Imagery,2014,5/5/2014,162,article,Stefania Matteoli; Marco Diani; James Theiler,Hyperspectral imaging; Computer science; Discriminative model; Anomaly detection; Artificial intelligence
p2417,https://doi.org/10.1109/tpami.2015.2496141,Discriminative Unsupervised Feature Learning with Exemplar Convolutional Neural Networks,2015,10/29/2015,696,article,Alexey Dosovitskiy; Philipp Fischer; Jost Tobias Springenberg; Martin Riedmiller; Thomas Brox,Artificial intelligence; Computer science; Discriminative model; Feature learning; Convolutional neural network
p2418,https://doi.org/10.1162/neco.2007.19.7.1919,SVDD-Based Pattern Denoising,2007,5/24/2007,47,article,Jooyoung Park; Daesung Kang; Jong-Ho Kim; James T. Kwok; Ivor W. Tsang,Pattern recognition (psychology); Geodesic; Artificial intelligence; Support vector machine; Decision boundary
p2419,https://doi.org/10.1109/cvpr.2015.7298911,Evaluation of output embeddings for fine-grained image classification,2015,6/1/2015,695,preprint,Zeynep Akata; Scott Reed; Daniel Walter; Honglak Lee; Bernt Schiele,Computer science; Artificial intelligence; Contextual image classification; Pattern recognition (psychology); Image (mathematics)
p2420,https://doi.org/10.1145/1390156.1390301,On multi-view active learning and the combination with semi-supervised learning,2008,1/1/2008,74,article,Wei Wang; Zhi‐Hua Zhou,Semi-supervised learning; Sample complexity; Computer science; Active learning (machine learning); Sample (material)
p2421,https://doi.org/10.1007/s10676-009-9187-9,The ethics of information transparency,2009,3/9/2009,321,article,Matteo Turilli; Luciano Floridi,Transparency (behavior); Information ethics; Sociology; Engineering ethics; Computer science
p2422,https://doi.org/10.1109/cec.2010.5586389,Beyond No Free Lunch: Realistic algorithms for arbitrary problem classes,2010,7/1/2010,15,article,James A. R. Marshall; Thomas G. Hinton,Computer science; Algorithm
p2423,https://doi.org/10.1613/jair.2934,From Frequency to Meaning: Vector Space Models of Semantics,2010,2/27/2010,2812,article,Peter D. Turney; Patrick Pantel,Semantics (computer science); Meaning (existential); Computer science; Context (archaeology); Space (punctuation)
p2424,https://doi.org/10.1109/5.58356,Neuromorphic electronic systems,1990,1/1/1990,1994,article,Carver Mead,Neuromorphic engineering; Computer science; Component (thermodynamics); Computation; Adaptation (eye)
p2425,https://doi.org/10.1109/cvpr.2018.00916,StarGAN: Unified Generative Adversarial Networks for Multi-domain Image-to-Image Translation,2018,6/1/2018,3711,article,Yunjey Choi; Minje Choi; Munyoung Kim; Jung-Woo Ha; Sunghun Kim,Image translation; Computer science; Robustness (evolution); Image (mathematics); Scalability
p2426,https://doi.org/10.1162/003465302317331982,Propensity Score-Matching Methods for Nonexperimental Causal Studies,2002,2/1/2002,4728,article,Rajeev Dehejia; Sadek Wahba,Propensity score matching; Causal inference; Matching (statistics); Selection bias; Selection (genetic algorithm)
p2427,https://doi.org/10.1016/j.jmp.2008.12.005,Reinforcement learning in the brain,2009,2/11/2009,683,article,Yael Niv,Reinforcement learning; Punishment (psychology); Reinforcement; Temporal difference learning; Psychology
p2428,https://doi.org/10.48550/arxiv.1812.08247,Detecting GAN-generated Imagery using Color Cues,2018,1/1/2018,87,preprint,Scott McCloskey; Michael Albright,Computer science; Disinformation; Artificial intelligence; Generative grammar; Computer vision
p2429,https://doi.org/10.1109/tmi.2017.2759102,End-to-End Adversarial Retinal Image Synthesis,2017,10/2/2017,392,article,Pedro Costa; Adrián Galdrán; Maria Inês Meyer; Meindert Niemeijer; Michael D. Abràmoff,Computer science; Artificial intelligence; Autoencoder; Image (mathematics); Function (biology)
p2430,https://doi.org/10.1109/iccv.2015.316,FlowNet: Learning Optical Flow with Convolutional Networks,2015,12/1/2015,3833,article,Alexey Dosovitskiy; Philipp Fischer; Eddy Ilg; Philip Häusser; Caner Hazırbaş,Computer science; Optical flow; Convolutional neural network; Artificial intelligence; Frame (networking)
p2431,https://doi.org/10.1162/089120102762671981,Human Variation and Lexical Choice,2002,12/1/2002,57,article,Ehud Reiter; Somayajulu Sripada,Variation (astronomy); Computer science; Linguistics; Lexical choice; Natural language processing
p2432,https://doi.org/10.1098/rspa.1998.0193,The empirical mode decomposition and the Hilbert spectrum for nonlinear and non-stationary time series analysis,1998,3/8/1998,21342,article,Norden E. Huang; Zhengwei Shen; Steven Long; Man‐Li C. Wu; Hsing H. Shih,Hilbert–Huang transform; Series (stratigraphy); Singular spectrum analysis; Nonlinear system; Hilbert spectral analysis
p2433,https://doi.org/10.1007/bf00114845,The induction of dynamical recognizers,1991,9/1/1991,308,article,Jordan Pollack,Computer science; Automaton; Grammar induction; Dynamical systems theory; Chaotic
p2434,https://doi.org/10.48550/arxiv.1603.01312,Learning Physical Intuition of Block Towers by Example,2016,1/1/2016,89,preprint,Adam Lerer; Sam Gross; Rob Fergus,Intuition; Block (permutation group theory); Computer science; Artificial intelligence; Physics engine
p2435,https://doi.org/10.1109/icdmw.2017.19,Deep and Confident Prediction for Time Series at Uber,2017,11/1/2017,332,article,Lingxue Zhu; Nikolay Laptev,Probabilistic logic; Series (stratigraphy); Computer science; Anomaly detection; Time series
p2436,https://doi.org/10.1109/cvpr.2018.00391,Taskonomy: Disentangling Task Transfer Learning,2018,6/1/2018,975,article,Amir Zamir; Alexander F. Sax; William Shen; Leonidas Guibas; Jitendra Malik,Computer science; Transfer of learning; Intuition; Reuse; Artificial intelligence
p2437,https://doi.org/10.1109/tlt.2012.11,Context-Aware Recommender Systems for Learning: A Survey and Future Challenges,2012,4/27/2012,531,article,Katrien Verbert; Nikos Manouselis; Xavier Ochôa; Martin Wolpers; Hendrik Drachsler,Recommender system; Computer science; Contextualization; Variety (cybernetics); Context (archaeology)
p2438,https://doi.org/10.48550/arxiv.1703.02660,Towards Generalization and Simplicity in Continuous Control,2017,1/1/2017,61,preprint,Aravind Rajeswaran; Kendall Lowrey; Emanuel Todorov; Sham M. Kakade,Generalization; Computer science; Trajectory; Simplicity; Control (management)
p2439,https://doi.org/10.1167/5.11.7,The combination of vision and touch depends on spatial proximity,2005,12/23/2005,182,article,Sergei Gepshtein; Johannes Burge; Marc O. Ernst; Martin S. Banks,Haptic technology; Computer vision; Artificial intelligence; Computer science; Observer (physics)
p2440,https://doi.org/10.1088/0031-9155/47/1/301,Clinically feasible reconstruction of 3D whole-body PET/CT data using blurred anatomical labels,2001,11/29/2001,181,article,Claude Comtat; Paul E. Kinahan; Jeffrey A. Fessler; Thomas Beyer; David W. Townsend,Computer science; Artificial intelligence; Iterative reconstruction; Positron emission tomography; Computer vision
p2441,https://doi.org/10.1109/cvpr.2018.00029,FoldingNet: Point Cloud Auto-Encoder via Deep Grid Deformation,2018,6/1/2018,1159,preprint,Yaoqing Yang; Chen Feng; Yiru Shen; Dong Tian,Point cloud; Computer science; Deep learning; Artificial intelligence; Grid
p2442,https://doi.org/10.2140/camcos.2010.5.221,Implicit particle filters for data assimilation,2010,11/11/2010,126,article,Alexandre J. Chorin; Matthias Morzfeld; Xuemin Tu,Particle filter; Data assimilation; Particle (ecology); Computer science; Domain (mathematical analysis)
p2443,https://doi.org/10.18653/v1/2020.acl-main.383,Perturbed Masking: Parameter-free Probing for Analyzing and Interpreting BERT,2020,1/1/2020,151,article,Zhiyong Wu; Yun Chen; Ben Kao; Qun Liu,Computer science; Parsing; Artificial intelligence; Natural language processing; Dependency grammar
p2444,https://doi.org/10.5214/ans.0972.7531.200408,Memory: a contribution to experimental psychology.,2013,10/1/2013,2576,article,Hermann Ebbinghaus,Computer science; Data science; Cognitive science; Psychology
p2445,https://doi.org/10.1109/iccv.2019.00651,KPConv: Flexible and Deformable Convolution for Point Clouds,2019,10/1/2019,2239,article,Hugues Thomas; Charles R. Qi; Jean‐Emmanuel Deschaud; Beatriz Marcotegui; François Goulette,Kernel (algebra); Convolution (computer science); Point cloud; Computer science; Artificial intelligence
p2446,https://doi.org/10.1109/access.2019.2906934,Robust Intelligent Malware Detection Using Deep Learning,2019,1/1/2019,430,article,R. Vinayakumar; Mamoun Alazab; K. P. Soman; Prabaharan Poornachandran; Sitalakshmi Venkatraman,Malware; Computer science; Machine learning; Artificial intelligence; Feature engineering
p2447,https://doi.org/10.1023/a:1022627411411,,1995,1/1/1995,29714,article,Corinna Cortes; Vladimir Vapnik,Generalization; Feature vector; Support vector machine; Artificial intelligence; Computer science
p2448,https://doi.org/10.18653/v1/p17-1099,Get To The Point: Summarization with Pointer-Generator Networks,2017,1/1/2017,3752,article,Abigail See; Peter J. Liu; Christopher D. Manning,Automatic summarization; Pointer (user interface); Computer science; Generator (circuit theory); Sequence (biology)
p2449,https://doi.org/10.1002/(sici)1097-0193(1998)6:4<270::aid-hbm6>3.0.co;2-0,The counting stroop: An interference task specialized for functional neuroimaging-validation study with functional MRI,1998,1/1/1998,696,article,George Bush; Paul J. Whalen; Bruce R. Rosen; Michael A. Jenike; Sean C. McInerney,Stroop effect; Anterior cingulate cortex; Psychology; Functional magnetic resonance imaging; Cognition
p2450,https://doi.org/10.1089/106652703321825964,Protein Family Classification Using Sparse Markov Transducers,2003,4/1/2003,55,article,Eleazar Eskin; William Stafford Noble; Yoram Singer,Probabilistic logic; Hidden Markov model; Computer science; Probabilistic classification; Suffix
p2451,https://doi.org/10.1109/tpami.2014.2345390,High-Speed Tracking with Kernelized Correlation Filters,2014,8/1/2014,5412,article,João F. Henriques; Rui Caseiro; Pedro Martins; Jorge Batista,Circulant matrix; Artificial intelligence; Computer science; BitTorrent tracker; Kernel (algebra)
p2452,https://doi.org/10.1111/nous.12000,"Trust, Distrust and Commitment",2012,10/25/2012,399,article,Katherine Hawley,Distrust; Business; Public relations; Psychology; Political science
p2453,https://doi.org/10.1111/1467-9965.00058,On‐Line Portfolio Selection Using Multiplicative Updates,1998,10/1/1998,340,article,David P. Helmbold; Robert E. Schapire; Yoram Singer; Manfred K. Warmuth,Hindsight bias; Portfolio; Multiplicative function; Computer science; Stock (firearms)
p2454,https://doi.org/10.1109/cvpr.2016.94,Deep Sliding Shapes for Amodal 3D Object Detection in RGB-D Images,2016,6/1/2016,700,preprint,Shuran Song; Jianxiong Xiao,Artificial intelligence; Amodal perception; Computer vision; Computer science; Minimum bounding box
p2455,https://doi.org/10.1016/j.epsr.2016.05.036,Unsupervised non-technical losses identification through optimum-path forest,2016,6/29/2016,100,article,Leandro A. Passos; Caio C. O. Ramos; Douglas Rodrigues; Danillo Roberto Pereira; André Nunes de Souza,Robustness (evolution); Cluster analysis; Anomaly detection; Artificial intelligence; Computer science
p2456,https://doi.org/10.1016/j.giq.2021.101666,The perils and pitfalls of explainable AI: Strategies for explaining algorithmic decision-making,2021,12/30/2021,133,article,Hans de Bruijn; Martijn Warnier; Marijn Janssen,Distrust; Context (archaeology); Normative; Incentive; CONTEST
p2457,https://doi.org/10.23919/eusipco.2017.8081663,Using deep learning to detect price change indications in financial markets,2017,8/1/2017,136,article,Avraam Tsantekidis; Nikolaos Passalis; Anastasios Tefas; Juho Kanniainen; Moncef Gabbouj,Computer science; Financial market; Artificial intelligence; Limit (mathematics); Machine learning
p2458,https://doi.org/10.18653/v1/d17-1047,Recurrent Attention Network on Memory for Aspect Sentiment Analysis,2017,1/1/2017,942,article,Peng Chen; Zhongqian Sun; Lidong Bing; Wei Yang,Computer science; Sentiment analysis; Feature engineering; Artificial intelligence; Sentence
p2459,https://doi.org/10.1109/iccv.2019.00069,CCNet: Criss-Cross Attention for Semantic Segmentation,2019,10/1/2019,2400,article,Zilong Huang; Xinggang Wang; Lichao Huang; Chang Huang; Yunchao Wei,Computer science; Benchmark (surveying); Pixel; Block (permutation group theory); Code (set theory)
p2460,https://doi.org/10.1002/(sici)1521-3951(199909)215:1<809::aid-pssb809>3.0.co;2-0,Linear-Scaling ab-initio Calculations for Large and Complex Systems,1999,9/1/1999,1023,article,Emilio Artacho; Daniel Sánchez‐Portal; Pablo Ordej�n; A. Garc�a; José M. Soler,SIESTA (computer program); Scaling; Ab initio; Linear scale; Context (archaeology)
p2461,https://doi.org/10.1109/cvpr.2005.91,Bi-Layer Segmentation of Binocular Stereo Video,2005,7/27/2005,192,article,Vladimir Kolmogorov; Antonio Criminisi; Andrew Blake; Geoffrey Cross; Carsten Rother,Artificial intelligence; Computer science; Computer vision; Contrast (vision); Segmentation
p2462,https://doi.org/10.1007/3-540-44595-1_51,ACE-Adaptive Courseware Environment,2000,1/1/2000,17,book-chapter,Marcus Specht,Computer science; Relation (database); Representation (politics); Knowledge representation and reasoning; Multimedia
p2463,https://doi.org/10.1109/cvpr.2007.383198,Matching Local Self-Similarities across Images and Videos,2007,6/1/2007,1080,article,Eli Shechtman; Michal Irani,Artificial intelligence; Computer science; Computer vision; Matching (statistics); Similarity (geometry)
p2464,https://doi.org/10.48550/arxiv.1606.07536,Coupled Generative Adversarial Networks,2016,1/1/2016,1415,preprint,Ming-Yu Liu; Oncel Tuzel,Joint (building); Computer science; Joint probability distribution; Artificial intelligence; Tuple
p2465,https://doi.org/10.1002/jmr.893,Predicting linear B‐cell epitopes using string kernels,2008,5/22/2008,703,article,Yasser EL‐Manzalawy; Drena Dobbs; Vasant Honavar,Epitope; Support vector machine; Computer science; Subsequence; Computational biology
p2466,https://doi.org/10.1086/589937,"Improved Cosmological Constraints from New, Old, and Combined Supernova Data Sets",2008,10/16/2008,1427,article,M. Kowalski; D. Rubin; G. Aldering; R. Agostinho; Alexis Amadon,Physics; Cosmic microwave background; Dark energy; Supernova; Redshift
p2467,https://doi.org/10.1145/1519103.1519110,The YAGO-NAGA approach to knowledge discovery,2009,3/20/2009,104,article,Gjergji Kasneci; Maya Ramanath; Fabian M. Suchanek; Gerhard Weikum,Computer science; Consistency (knowledge bases); Extractor; WordNet; Information retrieval
p2468,https://doi.org/10.1214/009053605000000255,Boosting with early stopping: Convergence and consistency,2005,8/1/2005,343,article,Tong Zhang; Bin Yu,Boosting (machine learning); Early stopping; Mathematics; Estimator; Mathematical optimization
p2469,https://doi.org/10.1109/icra.2018.8462891,Time-Contrastive Networks: Self-Supervised Learning from Video,2018,5/1/2018,537,article,Pierre Sermanet; Corey Lynch; Yevgen Chebotar; Jasmine Hsu; Eric Jang,Computer science; Artificial intelligence; Reinforcement learning; Robot; Viewpoints
p2470,https://doi.org/10.1137/s1064827503424505,Physical Systems with Random Uncertainties: Chaos Representations with Arbitrary Probability Measure,2004,1/1/2004,563,article,Christian Soize; Roger Ghanem,Measure (data warehouse); Mathematics; Random element; Probability measure; Convergence of random variables
p2471,https://doi.org/10.1145/3005348,Structured Pruning of Deep Convolutional Neural Networks,2017,2/9/2017,648,article,Sajid Anwar; Kyuyeon Hwang; Wonyong Sung,Pruning; Computer science; Kernel (algebra); Feature (linguistics); Convolutional neural network
p2472,https://doi.org/10.1109/cvpr.2007.383272,Semantic Hierarchies for Visual Object Recognition,2007,6/1/2007,290,article,Marcin Marszałek; Cordelia Schmid,Computer science; Artificial intelligence; Pascal (unit); Discriminative model; Inference
p2473,https://doi.org/10.1016/j.eswa.2013.05.041,A swarm optimization algorithm inspired in the behavior of the social-spider,2013,5/28/2013,535,article,Erik Cuevas; Miguel Cienfuegos; Daniel Zaldívar; Marco Pérez‐Cisneros,Swarm behaviour; Swarm intelligence; Benchmark (surveying); Computer science; Robustness (evolution)
p2474,https://doi.org/10.1609/aiide.v4i1.18700,Monte-Carlo Tree Search: A New Framework for Game AI,2021,9/27/2021,284,article,Guillaume Chaslot; Sander Bakkes; István Szita; Pieter Spronck,Monte Carlo tree search; Computer science; Monte Carlo method; Tree (set theory); Game tree
p2475,https://doi.org/10.48550/arxiv.1703.05192,Learning to Discover Cross-Domain Relations with Generative Adversarial Networks,2017,1/1/2017,1354,preprint,Taek‐Soo Kim; Moonsu Cha; Hyunsoo Kim; Jung Kwon Lee; Jiwon Kim,Adversarial system; Computer science; Domain (mathematical analysis); Generative grammar; Task (project management)
p2476,https://doi.org/10.1093/jjfinec/nbi022,Econometrics of Testing for Jumps in Financial Economics Using Bipower Variation,2005,8/19/2005,1364,article,Ole E. Barndorff‐Nielsen; Neil Shephard,Null hypothesis; Nonparametric statistics; Econometrics; Sample (material); Null (SQL)
p2477,https://doi.org/10.3115/v1/p15-1033,Transition-Based Dependency Parsing with Stack Long Short-Term Memory,2015,1/1/2015,591,article,Chris Dyer; Miguel Ballesteros; Ling Wang; Austin Matthews; Noah A. Smith,Parsing; Dependency grammar; Computer science; Stack (abstract data type); Dependency (UML)
p2478,https://doi.org/10.1186/s13640-017-0227-9,A fast framework construction and visualization method for particle-based fluid,2017,12/1/2017,7,article,Fengquan Zhang; Zhaowei Wang; Jian Chang; Jianjun Zhang; Feng Tian,Visualization; Computer science; Fluid simulation; Rendering (computer graphics); Animation
p2479,https://doi.org/10.48550/arxiv.1806.09055,DARTS: Differentiable Architecture Search,2018,1/1/2018,2073,preprint,Hanxiao Liu; Karen Simonyan; Yiming Yang,Treebank; Differentiable function; Computer science; Scalability; Architecture
p2480,https://doi.org/10.1007/s11416-015-0261-z,"A comparison of static, dynamic, and hybrid analysis for malware detection",2015,12/29/2015,385,article,Anusha Damodaran; Fabio Di Troia; Corrado Aaron Visaggio; Thomas H. Austin; Mark Stamp,Computer science; Malware; Static analysis; Malware analysis; Computer security
p2481,https://doi.org/10.1145/3097983.3098096,Dynamic Attention Deep Model for Article Recommendation by Learning Human Editors' Demonstration,2017,8/4/2017,160,article,Xuejian Wang; Lantao Yu; Kan Ren; Guanyu Tao; Weinan Zhang,Computer science; Selection (genetic algorithm); Process (computing); Representation (politics); Artificial intelligence
p2482,https://doi.org/10.1109/cvpr.2019.00874,Data Augmentation Using Learned Transformations for One-Shot Medical Image Segmentation,2019,6/1/2019,409,article,Amy Zhao; Guha Balakrishnan; Frédo Durand; John V. Guttag; Adrian V. Dalca,Artificial intelligence; Computer science; Segmentation; Convolutional neural network; Computer vision
p2483,https://doi.org/10.1109/access.2020.2999816,An Application of Transfer Learning and Ensemble Learning Techniques for Cervical Histopathology Image Classification,2020,1/1/2020,133,article,Dan Xue; Zhou Xiao-min; Chen Li; Yudong Yao; Md Mamunur Rahaman,Computer science; Artificial intelligence; Histopathology; Transfer of learning; Pattern recognition (psychology)
p2484,https://doi.org/10.1098/rstb.2002.1258,Computational approaches to motor learning by imitation,2003,2/17/2003,583,article,Stefan Schaal; Auke Jan Ijspeert; Aude Billard,Imitation; Computer science; Motor control; Movement (music); Cognitive imitation
p2485,https://doi.org/10.1007/978-3-030-58592-1_14,Practical Detection of Trojan Neural Networks: Data-Limited and Data-Free Cases,2020,1/1/2020,80,book-chapter,Ren Wang; Gaoyuan Zhang; Sijia Liu; Pin‐Yu Chen; Jinjun Xiong,Trojan; Computer science; Backdoor; Robustness (evolution); Adversary
p2486,https://doi.org/10.1109/tetci.2021.3100641,A Survey on Neural Network Interpretability,2021,8/24/2021,562,article,Yu Zhang; Peter Tiňo; Aleš Leonardis; Ke Tang,Interpretability; Artificial intelligence; Categorical variable; Computer science; Taxonomy (biology)
p2487,https://doi.org/10.1145/1390156.1390255,Learning diverse rankings with multi-armed bandits,2008,1/1/2008,497,article,Filip Radlinski; Robert Kleinberg; Thorsten Joachims,Learning to rank; Ranking (information retrieval); Relevance (law); Computer science; Rank (graph theory)
p2488,https://doi.org/10.1145/3387166,A Multidisciplinary Survey and Framework for Design and Evaluation of Explainable AI Systems,2021,9/3/2021,407,article,Sina Mohseni; Niloofar Zarei; Eric D. Ragan,Multidisciplinary approach; Computer science; Categorization; Management science; Knowledge management
p2489,https://doi.org/10.1090/s0273-0979-01-00923-5,On the mathematical foundations of learning,2001,10/5/2001,1560,article,Felipe Cucker; Steve Smale,Computer science; Theme (computing); Inference; Artificial intelligence; Mathematical notation
p2490,https://doi.org/10.1002/3527600876,Optimization Algorithms in Physics,2001,11/29/2001,300,book,Alexander H. Hartmann; Heiko Rieger,Algorithm; Monte Carlo method; Simple (philosophy); Computer science; Mathematical optimization
p2491,https://doi.org/10.15215/aupress/9781897425084.01,The Theory and Practice of Online Learning,2008,12/31/2008,1752,book,Terry Anderson,License; Sophistication; Generosity; Online learning; Knowledge management
p2492,https://doi.org/10.1145/3439950,Deep Learning for Anomaly Detection,2021,3/5/2021,1514,review,Guansong Pang; Chunhua Shen; Longbing Cao; Anton van den Hengel,Anomaly detection; Computer science; Deep learning; Novelty detection; Data science
p2493,https://doi.org/10.1007/s11263-005-3222-z,A Riemannian Framework for Tensor Computing,2005,12/22/2005,1511,article,Xavier Pennec; Pierre Fillard; Nicholas Ayache,Mathematics; Riemannian geometry; Information geometry; Pseudo-Riemannian manifold; Statistical manifold
p2494,https://doi.org/10.1007/s00146-021-01308-8,"Operationalising AI ethics: barriers, enablers and next steps",2021,11/15/2021,98,article,Jessica Morley; Libby Kinsey; Anat Elhalal; Francesca Garcia; Marta Ziosi,Typology; Engineering ethics; Point (geometry); Face (sociological concept); Closing (real estate)
p2495,https://doi.org/10.48550/arxiv.1407.3939,Analysis of purely random forests bias,2014,1/1/2014,51,preprint,Sylvain Arlot; Robin Genuer,Random forest; Statistical physics; Econometrics; Environmental science; Mathematics
p2496,https://doi.org/10.1007/s00221-008-1355-3,The statistics of natural hand movements,2008,3/27/2008,316,article,James N. Ingram; Konrad P. Körding; Ian S. Howard; Daniel M. Wolpert,Numerical digit; Thumb; Kinematics; Psychology; Movement (music)
p2497,https://doi.org/10.1007/s12559-015-9370-8,Nature Inspired Computing: An Overview and Some Future Directions,2015,11/30/2015,212,article,Nazmul Siddique; Hojjat Adeli,Computer science; Field (mathematics); Artificial intelligence; Focus (optics); Artificial neural network
p2498,https://doi.org/10.1609/aimag.v38i3.2741,European Union Regulations on Algorithmic Decision Making and a “Right to Explanation”,2017,9/1/2017,1779,article,Bryce Goodman; Seth Flaxman,European union; Political science; Law and economics; Computer science; Management science
p2499,https://doi.org/10.1109/iccv.1990.139492,"Detecting and localizing edges composed of steps, peaks and roofs",2002,12/4/2002,217,article,Pietro Perona; Jitendra Malik,Orientation (vector space); Classification of discontinuities; Artificial intelligence; Projection (relational algebra); Computer science
p2500,https://doi.org/10.24963/ijcai.2019/437,Meta-Learning for Low-resource Natural Language Generation in Task-oriented Dialogue Systems,2019,7/28/2019,85,article,Fei Mi; Minlie Huang; Jiyong Zhang; Boi Faltings,Computer science; Natural language generation; Task (project management); Meta learning (computer science); Artificial intelligence
p2501,https://doi.org/10.18653/v1/2020.acl-main.66,Improved Natural Language Generation via Loss Truncation,2020,1/1/2020,75,preprint,Daniel Kang; Tatsunori Hashimoto,Hallucinating; Computer science; Truncation (statistics); Automatic summarization; Scalability
p2502,https://doi.org/10.1109/iccv.2015.178,Learning Deconvolution Network for Semantic Segmentation,2015,12/1/2015,3883,preprint,Hyeonwoo Noh; Seunghoon Hong; Bohyung Han,Deconvolution; Computer science; Pascal (unit); Segmentation; Artificial intelligence
p2503,https://doi.org/10.1109/cvpr.2017.107,Mind the Class Weight Bias: Weighted Maximum Mean Discrepancy for Unsupervised Domain Adaptation,2017,7/1/2017,553,article,Hongliang Yan; Yukang Ding; Peihua Li; Qilong Wang; Yong Xu,Domain (mathematical analysis); Class (philosophy); Computer science; Metric (unit); Adaptation (eye)
p2504,https://doi.org/10.4018/978-1-60566-766-9,Handbook of Research on Machine Learning Applications and Trends,2010,1/1/2010,171,book,Alexander N. Gorban; Andreï Zinovyev,Principal component analysis; Principal (computer security); Dimension (graph theory); Set (abstract data type); Basis (linear algebra)
p2505,https://doi.org/10.1109/tkde.2022.3172903,Graph Self-Supervised Learning: A Survey,2022,1/1/2022,345,article,Yixin Liu; Ming Jin; Shirui Pan; Chuan Zhou; Yu Zheng,Computer science; Artificial intelligence; Machine learning; Graph; Theoretical computer science
p2506,https://doi.org/10.1016/j.neucom.2019.11.007,Neuropod: A real-time neuromorphic spiking CPG applied to robotics,2019,11/8/2019,49,article,Daniel Gutiérrez-Galán; Juan P. Dominguez‐Morales; Fernando Perez‐Peña; Ángel Jiménez-Fernández; A. Linares-Barranco,Neuromorphic engineering; Artificial intelligence; Robotics; Computer science; Robot
p2507,https://doi.org/10.1109/secpri.1999.766909,A data mining framework for building intrusion detection models,2003,1/20/2003,1172,article,Wenke Lee; Salvatore J. Stolfo; Kui W. Mok,Intrusion detection system; Computer science; Anomaly detection; Anomaly-based intrusion detection system; Data mining
